SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,699 Pennsylvania Ave #4,San Francisco,CA,94107,699995,1,1.5,San Francisco,896,4500,2001,10,781,610,Active,November-16-2021 02:30 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/699-Pennsylvania-Ave-94107/unit-4/home/12397780,San Francisco MLS,421610268,N,Y,37.7578059,-122.3928782
MLS Listing,,Single Family Residential,166 Prague St,San Francisco,CA,94112-2843,1180000,4,2.0,Excelsior,1819,2500,1928,10,649,,Active,,,http://www.redfin.com/CA/San-Francisco/166-Prague-St-94112/home/1327799,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973546,N,Y,37.7195638,-122.4270338
MLS Listing,,Single Family Residential,40 Acton St,DALY CITY,CA,94014,950000,2,1.0,DALY CITY,1040,3100,1927,10,913,,Active,,,http://www.redfin.com/CA/Daly-City/40-Acton-St-94014/home/1739153,MLSListings,ML81869424,N,Y,37.7082156,-122.4526506
MLS Listing,,Single Family Residential,37 Stanley St,San Francisco,CA,94132,1180000,5,4.0,Ingelside Height,1557,2739,1957,10,758,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Stanley-St-94132/home/2014888,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973538,N,Y,37.7123682,-122.4633487
MLS Listing,,Single Family Residential,534 46th Ave,San Francisco,CA,94121,2495000,5,3.5,San Francisco,2508,3360,1906,10,995,,Active,,,http://www.redfin.com/CA/San-Francisco/534-46th-Ave-94121/home/1476659,San Francisco MLS,421610191,N,Y,37.7783212,-122.5069302
MLS Listing,,Condo/Co-op,301 Main St Unit 35F,SAN FRANCISCO,CA,94105,2150000,2,2.0,SAN FRANCISCO,1323,,2008,10,1625,991,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-35F/home/21966905,MLSListings,ML81869380,N,Y,37.7895974,-122.3911965
MLS Listing,,Single Family Residential,845 Woolsey St,SAN FRANCISCO,CA,94134,1188000,2,1.0,SAN FRANCISCO,1012,1873,1947,10,1174,,Active,,,http://www.redfin.com/CA/San-Francisco/845-Woolsey-St-94134/home/1696180,MLSListings,ML81869053,N,Y,37.7231089,-122.4101919
MLS Listing,,Single Family Residential,2130 35th Ave,San Francisco,CA,94116,1895000,4,2.0,San Francisco,1580,2996,1939,10,1199,,Active,,,http://www.redfin.com/CA/San-Francisco/2130-35th-Ave-94116/home/650568,San Francisco MLS,421608548,N,Y,37.7472765,-122.492882
MLS Listing,,Multi-Family (2-4 Unit),1764 - 1766 Oakdale Ave,San Francisco,CA,94124,1195000,5,4.0,San Francisco,2525,2482,,10,473,,Active,,,http://www.redfin.com/CA/San-Francisco/1764-Oakdale-Ave-94124/home/1997482,San Francisco MLS,421609703,N,Y,37.73654,-122.393237
MLS Listing,,Condo/Co-op,559 Burnett Ave #200,San Francisco,CA,94131,1200000,3,2.0,San Francisco,1524,2188,1989,10,787,300,Active,,,http://www.redfin.com/CA/San-Francisco/559-Burnett-Ave-94131/unit-200/home/2016578,San Francisco MLS,421609704,N,Y,37.75228,-122.44433
MLS Listing,,Single Family Residential,920 Cayuga Ave,San Francisco,CA,94112,1899000,7,5.0,San Francisco,2837,4375,1915,10,669,,Active,,,http://www.redfin.com/CA/San-Francisco/920-Cayuga-Ave-94112/home/1776167,San Francisco MLS,421609534,N,Y,37.7231661,-122.4393587
MLS Listing,,Condo/Co-op,3049 Market St,San Francisco,CA,94114,995000,3,1.0,San Francisco,1125,,1904,10,884,300,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3049-Market-St-94114/home/173336266,San Francisco MLS,421609566,N,Y,37.7608848,-122.4421456
MLS Listing,,Condo/Co-op,333 Beale St Unit 8F,San Francisco,CA,94105,1180000,0,1.0,San Francisco,920,75406,2015,10,1283,1200,Active,,,http://www.redfin.com/CA/San-Francisco/333-Beale-St-94105/unit-8F/home/109684910,San Francisco MLS,421609775,N,Y,37.7884937,-122.3918797
MLS Listing,,Single Family Residential,1350 Ortega St,San Francisco,CA,94122,1295000,2,1.0,San Francisco,1100,1899,1951,10,1177,,Active,,,http://www.redfin.com/CA/San-Francisco/1350-Ortega-St-94122/home/1620137,San Francisco MLS,421608993,N,Y,37.7524488,-122.4783347
MLS Listing,,Multi-Family (5+ Unit),565 Ellis St,San Francisco,CA,94109,3800000,0,,San Francisco,7052,2345,1922,10,539,,Active,,,http://www.redfin.com/CA/San-Francisco/565-Ellis-St-94109/home/1407842,San Francisco MLS,421609772,N,Y,37.7843938,-122.4157529
MLS Listing,,Single Family Residential,365 Seneca Ave,San Francisco,CA,94112,1098000,3,3.0,San Francisco,1486,2500,,10,739,,Active,,,http://www.redfin.com/CA/San-Francisco/365-Seneca-Ave-94112/home/1769438,San Francisco MLS,421609088,N,Y,37.7214672,-122.4457286
MLS Listing,,Condo/Co-op,221 Noe St #5,San Francisco,CA,94114,1125000,2,1.0,San Francisco,830,5000,1908,10,1355,415,Active,,,http://www.redfin.com/CA/San-Francisco/221-Noe-St-94114/unit-5/home/21999917,BAREIS,421609518,N,Y,37.7655299,-122.4328558
MLS Listing,,Condo/Co-op,1242 Francisco St #2,San Francisco,CA,94123,2095000,2,2.0,San Francisco,1800,4125,1924,10,1164,411,Active,,,http://www.redfin.com/CA/San-Francisco/1242-Francisco-St-94123/unit-2/home/1554517,San Francisco MLS,421607379,N,Y,37.8033121,-122.4258392
MLS Listing,,Single Family Residential,467 Los Palmos Dr,San Francisco,CA,94127,1095000,2,1.0,San Francisco,1235,2495,1947,10,887,,Active,,,http://www.redfin.com/CA/San-Francisco/467-Los-Palmos-Dr-94127/home/1082567,San Francisco MLS,421602573,N,Y,37.7343659,-122.4521228
MLS Listing,,Condo/Co-op,3324 - 3330 19th St Unit 3324A,San Francisco,CA,94110,349000,1,1.0,San Francisco,380,2696,,10,918,372,Active,November-18-2021 05:30 PM,November-18-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/3324-19th-St-94110/unit-3324A/home/177084017,San Francisco MLS,421609513,N,Y,37.7605405,-122.417664
MLS Listing,,Condo/Co-op,2600 18th St #16,San Francisco,CA,94110,749000,1,1.5,San Francisco,804,10320,1999,10,932,468,Active,,,http://www.redfin.com/CA/San-Francisco/2600-18th-St-94110/unit-16/home/1978234,San Francisco MLS,421608751,N,Y,37.7621059,-122.4084551
MLS Listing,,Condo/Co-op,201 Folsom St Unit 15F,San Francisco,CA,94105,1720000,2,2.0,San Francisco,1191,75406,2016,10,1444,1214,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-15F/home/137677601,San Francisco MLS,421609758,N,Y,37.7891848,-122.3919008
MLS Listing,,Condo/Co-op,594 Lombard St,San Francisco,CA,94133,1995000,3,3.5,San Francisco,2625,2395,1926,10,760,,Active,November-16-2021 09:30 AM,November-16-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/594-Lombard-St-94133/home/146440886,San Francisco MLS,421591910,N,Y,37.8031727,-122.4111661
MLS Listing,,Single Family Residential,7 Seymour St,San Francisco,CA,94115,3750000,5,5.0,San Francisco,3281,2247,1869,10,1143,,Active,,,http://www.redfin.com/CA/San-Francisco/7-Seymour-St-94115/home/593757,San Francisco MLS,421588715,N,Y,37.7793527,-122.4380503
MLS Listing,,Single Family Residential,1075 Bowdoin Ave,San Francisco,CA,94134,895000,2,1.0,San Francisco,756,1751,1950,10,1184,,Active,,,http://www.redfin.com/CA/San-Francisco/1075-Bowdoin-St-94134/home/897816,San Francisco MLS,421609275,N,Y,37.7225819,-122.4089972
MLS Listing,,Single Family Residential,11 Mars St,San Francisco,CA,94114,1695000,6,4.0,San Francisco,2946,2230,1909,10,575,,Active,,,http://www.redfin.com/CA/San-Francisco/11-Mars-St-94114/home/2013459,San Francisco MLS,421609752,N,Y,37.7616176,-122.4442963
MLS Listing,,Single Family Residential,491 Dewey Blvd,San Francisco,CA,94116,1795000,3,3.0,San Francisco,1869,5000,1923,10,960,,Active,,,http://www.redfin.com/CA/San-Francisco/491-Dewey-Blvd-94116/home/1230322,San Francisco MLS,421609049,N,Y,37.7456698,-122.4608554
MLS Listing,,Multi-Family (2-4 Unit),653 Kansas St,San Francisco,CA,94107,1595000,6,,San Francisco,2720,2996,1921,10,586,,Active,November-16-2021 02:30 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/653-Kansas-St-94107/home/728579,San Francisco MLS,421609527,N,Y,37.7614572,-122.4030234
MLS Listing,,Single Family Residential,1566 19th St,San Francisco,CA,94107,1995000,2,2.0,San Francisco,,1750,,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/1566-19th-St-94107/home/936036,San Francisco MLS,421608075,N,Y,37.7613144,-122.3981556
MLS Listing,,Single Family Residential,521 Cayuga Ave,San Francisco,CA,94112,1259000,2,1.5,San Francisco,1500,2265,,10,839,,Active,,,http://www.redfin.com/CA/San-Francisco/521-Cayuga-Ave-94112/home/812038,San Francisco MLS,421609559,N,Y,37.7288549,-122.4353099
MLS Listing,,Single Family Residential,611 Cayuga Ave,San Francisco,CA,94122,1395000,3,2.0,San Francisco,2234,1990,1937,10,624,,Active,November-16-2021 02:30 PM,November-16-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/611-Cayuga-Ave-94112/home/2001651,San Francisco MLS,421607606,N,Y,37.7283202,-122.4357715
MLS Listing,,Single Family Residential,143 Dublin St,San Francisco,CA,94112,1095000,4,2.0,San Francisco,1350,3044,1948,10,811,,Active,,,http://www.redfin.com/CA/San-Francisco/143-Dublin-St-94112/home/1141416,San Francisco MLS,421607008,N,Y,37.7177878,-122.4267175
MLS Listing,,Single Family Residential,245 Pixley St,San Francisco,CA,94123,3380000,3,2.5,San Francisco,2037,1334,1907,10,1659,,Active,,,http://www.redfin.com/CA/San-Francisco/245-Pixley-St-94123/home/1251532,San Francisco MLS,421609726,N,Y,37.7982809,-122.4364833
MLS Listing,,Single Family Residential,2271 21st Ave,San Francisco,CA,94116,1295000,3,2.0,San Francisco,1806,3000,1940,10,717,,Active,,,http://www.redfin.com/CA/San-Francisco/2271-21st-Ave-94116/home/2008178,San Francisco MLS,421609505,N,Y,37.7453648,-122.4783126
MLS Listing,,Single Family Residential,2665 Laguna St,SAN FRANCISCO,CA,94123,3995000,8,7.5,SAN FRANCISCO,4200,3009,1900,10,951,,Active,,,http://www.redfin.com/CA/San-Francisco/2665-Laguna-St-94123/home/564898,MLSListings,ML81869257,N,Y,37.795682,-122.430457
MLS Listing,,Single Family Residential,424 Dewey Blvd,San Francisco,CA,94116,1995000,4,3.5,San Francisco,2125,3750,1921,10,939,58,Active,,,http://www.redfin.com/CA/San-Francisco/424-Dewey-Blvd-94116/home/1102164,San Francisco MLS,421605535,N,Y,37.7470863,-122.4598824
MLS Listing,,Condo/Co-op,2568 Sutter St,San Francisco,CA,94115,1895000,4,2.5,San Francisco,1816,3438,,10,1044,200,Active,,,http://www.redfin.com/CA/San-Francisco/2568-Sutter-St-94115/home/28938820,San Francisco MLS,421608524,N,Y,37.785107,-122.4426707
MLS Listing,,Single Family Residential,811 26th Ave,San Francisco,CA,94121,1750000,4,2.0,San Francisco,1795,2750,1921,10,975,,Active,November-21-2021 01:00 PM,November-21-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/811-26th-Ave-94121/home/1531154,San Francisco MLS,421608750,N,Y,37.774119,-122.4856602
MLS Listing,,Single Family Residential,531 20th Ave,San Francisco,CA,94121,1199000,2,1.0,San Francisco,2050,2996,1913,10,585,,Active,,,http://www.redfin.com/CA/San-Francisco/531-20th-Ave-94121/home/2030978,San Francisco MLS,421609545,N,Y,37.7777925,-122.4794181
MLS Listing,,Multi-Family (5+ Unit),1990 Filbert St,San Francisco,CA,94123,3995000,8,4.0,San Francisco,5511,2234,1960,10,725,,Active,,,http://www.redfin.com/CA/San-Francisco/1990-Filbert-St-94123/home/1498495,San Francisco MLS,421609034,N,Y,37.7986365,-122.4322939
MLS Listing,,Condo/Co-op,2856 25th St,San Francisco,CA,94110,695000,2,1.0,San Francisco,,2448,1916,11,,310,Active,,,http://www.redfin.com/CA/San-Francisco/2856-25th-St-94110/home/12338430,San Francisco MLS,421609135,N,Y,37.7514557,-122.4073439
MLS Listing,,Condo/Co-op,230 7th St Unit G8,San Francisco,CA,94103,1088000,2,2.0,San Francisco,1048,,,11,1038,442,Active,,,http://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-G8/home/177080354,San Francisco MLS,421609539,N,Y,37.777295,-122.409123
MLS Listing,,Condo/Co-op,1047 Mississippi St #5,San Francisco,CA,94107,724888,1,1.5,San Francisco,777,5000,2001,11,933,460,Active,,,http://www.redfin.com/CA/San-Francisco/1047-Mississippi-St-94107/unit-5/home/12397472,San Francisco MLS,421609137,N,Y,37.7531721,-122.3934757
MLS Listing,,Condo/Co-op,566 South Van Ness Ave #17,San Francisco,CA,94110,995000,2,2.0,San Francisco,963,12255,2007,11,1033,701,Active,,,http://www.redfin.com/CA/San-Francisco/566-S-Van-Ness-Ave-94110/unit-17/home/17306703,San Francisco MLS,421609523,N,Y,37.763992,-122.41782
MLS Listing,,Condo/Co-op,1450 Franklin St #504,San Francisco,CA,94109,925000,1,1.0,San Francisco,699,12318,2017,11,1323,746,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-504/home/167259437,San Francisco MLS,421609102,N,Y,37.7881104,-122.4232776
MLS Listing,,Multi-Family (2-4 Unit),1782 - 1784 39th Ave,San Francisco,CA,94122,1495000,4,1.0,San Francisco,2574,2121,1950,11,581,,Active,,,http://www.redfin.com/CA/San-Francisco/1782-39th-Ave-94122/home/1964836,San Francisco MLS,421609514,N,Y,37.7536582,-122.4976593
MLS Listing,,Single Family Residential,985 San Bruno Ave,San Francisco,CA,94110,995000,2,1.0,San Francisco,,,,11,,,Active,,,http://www.redfin.com/CA/San-Francisco/985-San-Bruno-Ave-94110/home/1895992,San Francisco MLS,421609569,N,Y,37.7571705,-122.4045833
MLS Listing,,Condo/Co-op,230 7th St Unit B3,San Francisco,CA,94103,748000,1,1.0,San Francisco,726,,,11,1030,412,Active,,,http://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-B3/home/177080353,San Francisco MLS,421609529,N,Y,37.777295,-122.409123
MLS Listing,,Condo/Co-op,675 Cole St #1,San Francisco,CA,94117,819000,2,1.0,San Francisco,,4238,1961,11,,380,Active,,,http://www.redfin.com/CA/San-Francisco/675-Cole-St-94117/unit-1/home/114066330,San Francisco MLS,421609191,N,Y,37.76874,-122.4508046
MLS Listing,,Multi-Family (5+ Unit),646 Washington St,San Francisco,CA,94111,4250000,0,,San Francisco,18128,4560,1909,11,234,,Active,,,http://www.redfin.com/CA/San-Francisco/646-Washington-St-94111/home/174699889,San Francisco MLS,421609508,N,Y,37.795618,-122.40437
MLS Listing,,Vacant Land,8 San Lorenzo Way,San Francisco,CA,94127,2100000,0,,San Francisco,,4002,,11,,,Active,,,http://www.redfin.com/CA/San-Francisco/8-San-Lorenzo-Way-94127/home/52055577,San Francisco MLS,421585876,N,Y,37.739708,-122.4643433
MLS Listing,,Single Family Residential,206 Justin Dr,San Francisco,CA,94112,2795000,4,4.0,San Francisco,2110,3223,1929,11,1325,,Active,,,http://www.redfin.com/CA/San-Francisco/206-Justin-Dr-94112/home/764701,San Francisco MLS,421605539,N,Y,37.7329039,-122.4221052
MLS Listing,,Single Family Residential,527 9th Ave,San Francisco,CA,94118,1498000,3,1.5,San Francisco,1825,2996,1911,11,821,,Active,,,http://www.redfin.com/CA/San-Francisco/527-9th-Ave-94118/home/615098,San Francisco MLS,421609136,N,Y,37.7783884,-122.4675224
MLS Listing,,Condo/Co-op,230 7th St Unit D3,San Francisco,CA,94103,748000,1,1.0,San Francisco,714,,,11,1048,411,Active,,,http://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-D3/home/177080352,San Francisco MLS,421609535,N,Y,37.777295,-122.409123
MLS Listing,,Single Family Residential,2256 Cabrillo St,San Francisco,CA,94121,3295000,5,4.5,San Francisco,3506,1881,1917,11,940,,Active,,,http://www.redfin.com/CA/San-Francisco/2256-Cabrillo-St-94121/home/618857,San Francisco MLS,421609452,N,Y,37.774718,-122.4831132
MLS Listing,,Single Family Residential,443 Crestmont Dr,San Francisco,CA,94131,1695000,3,2.5,San Francisco,2659,2362,1972,11,637,33,Active,,,http://www.redfin.com/CA/San-Francisco/443-Crestmont-Dr-94131/home/669392,San Francisco MLS,421589009,N,Y,37.7586859,-122.4604131
MLS Listing,,Condo/Co-op,31 - A Cortland Ave,San Francisco,CA,94110,1050000,2,2.5,San Francisco,995,2000,1905,11,1055,170,Active,,,http://www.redfin.com/CA/San-Francisco/31-Cortland-Ave-94110/unit-33A/home/1671451,San Francisco MLS,421609465,N,Y,37.7408964,-122.4219869
MLS Listing,,Condo/Co-op,44 Macondray Ln Unit 2W,San Francisco,CA,94133,1495000,2,2.0,San Francisco,1305,7082,1980,11,1146,1171,Active,,,http://www.redfin.com/CA/San-Francisco/44-Macondray-Ln-94133/unit-2W/home/540434,San Francisco MLS,421607580,N,Y,37.799381,-122.4148115
MLS Listing,,Condo/Co-op,670 Waller St,San Francisco,CA,94117,1150000,2,1.0,San Francisco,,3436,1923,11,,254,Active,November-16-2021 11:30 AM,November-16-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/670-Waller-St-94117/home/177080351,San Francisco MLS,421609510,N,Y,37.7707235,-122.4347032
MLS Listing,,Single Family Residential,1195 Palou Ave,San Francisco,CA,94124,975000,6,3.0,San Francisco,1489,2500,1919,11,655,,Active,,,http://www.redfin.com/CA/San-Francisco/1195-Palou-Ave-94124/home/1906228,San Francisco MLS,421609516,N,Y,37.7294933,-122.3834705
MLS Listing,,Single Family Residential,1219 12th Ave,San Francisco,CA,94122,2395000,4,3.0,San Francisco,2168,2996,1910,11,1105,,Active,,,http://www.redfin.com/CA/San-Francisco/1219-12th-Ave-94122/home/628339,San Francisco MLS,421609447,N,Y,37.7652753,-122.4698331
MLS Listing,,Single Family Residential,1643 Kirkwood Ave,San Francisco,CA,94124,950000,5,2.5,San Francisco,1800,2495,1913,11,528,,Active,,,http://www.redfin.com/CA/San-Francisco/1643-Kirkwood-Ave-94124/home/1240299,San Francisco MLS,421609512,N,Y,37.7384646,-122.3909762
MLS Listing,,Condo/Co-op,156 Divisadero St,San Francisco,CA,94117,899000,1,1.0,San Francisco,818,2205,1942,11,1099,246,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/156-Divisadero-St-94117/home/1853383,San Francisco MLS,421605430,N,Y,37.769791,-122.43649
MLS Listing,,Condo/Co-op,230 7th St Unit G5,San Francisco,CA,94103,1173000,2,2.0,San Francisco,1048,,,11,1119,495,Active,,,http://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-G5/home/177080350,San Francisco MLS,421609553,N,Y,37.777295,-122.409123
MLS Listing,,Condo/Co-op,821 Folsom St #204,San Francisco,CA,94107,995000,2,2.0,San Francisco,1101,28875,2004,11,904,677,Active,,,http://www.redfin.com/CA/San-Francisco/821-Folsom-St-94107/unit-204/home/12401824,San Francisco MLS,421609432,N,Y,37.7814547,-122.4014635
MLS Listing,,Condo/Co-op,52 Innes Ct #203,San Francisco,CA,94124,599000,1,1.0,San Francisco,670,19794,2017,11,894,460,Active,,,http://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-203/home/160918376,San Francisco MLS,421609550,N,Y,37.7276224,-122.3674287
MLS Listing,,Single Family Residential,2638 46th Ave,San Francisco,CA,94116,1095000,2,1.0,San Francisco,1150,3000,1941,11,952,,Active,,,http://www.redfin.com/CA/San-Francisco/2638-46th-Ave-94116/home/1138595,San Francisco MLS,421609526,N,Y,37.7373024,-122.5041191
MLS Listing,,Single Family Residential,674 3rd Ave,San Francisco,CA,94118,1995000,5,3.0,San Francisco,2776,2996,1905,11,719,,Active,November-16-2021 11:30 AM,November-16-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/674-3rd-Ave-94118/home/620853,San Francisco MLS,421608796,N,Y,37.7760097,-122.4604463
MLS Listing,,Single Family Residential,2678 22nd Ave,San Francisco,CA,94116,1195000,2,1.0,San Francisco,1420,2996,1930,11,842,,Active,,,http://www.redfin.com/CA/San-Francisco/2678-22nd-Ave-94116/home/1819829,San Francisco MLS,421609328,N,Y,37.7377444,-122.4783679
MLS Listing,,Single Family Residential,1690 22nd Ave,San Francisco,CA,94122,1395000,3,2.0,San Francisco,1975,2374,1948,11,706,,Active,,,http://www.redfin.com/CA/San-Francisco/1690-22nd-Ave-94122/home/1596044,San Francisco MLS,421609475,N,Y,37.7561976,-122.479606
MLS Listing,,Single Family Residential,4331 18th St,San Francisco,CA,94114,2785000,3,2.5,San Francisco,2060,1873,1900,11,1352,,Active,,,http://www.redfin.com/CA/San-Francisco/4331-18th-St-94114/home/1351571,San Francisco MLS,421609257,N,Y,37.7605641,-122.4379038
MLS Listing,,Single Family Residential,262 Polaris Way,Daly City,CA,94014,1098000,3,2.0,Daly City,1790,3234,1961,11,613,,Active,,,http://www.redfin.com/CA/Daly-City/262-Polaris-Way-94014/home/1893111,San Francisco MLS,421590589,N,Y,37.7080287,-122.4375464
MLS Listing,,Single Family Residential,1200 33rd Ave,San Francisco,CA,94122,1695000,3,1.5,San Francisco,2820,2247,1924,11,601,,Active,,,http://www.redfin.com/CA/San-Francisco/1200-33rd-Ave-94122/home/623833,San Francisco MLS,421609440,N,Y,37.7646441,-122.4919974
MLS Listing,,Condo/Co-op,242 Richland Ave,San Francisco,CA,94110,998000,2,1.0,San Francisco,1205,,1907,11,828,317,Active,November-16-2021 02:30 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/242-Richland-Ave-94110/home/173337874,San Francisco MLS,421599192,N,Y,37.7357807,-122.4219196
MLS Listing,,Condo/Co-op,550 South Van Ness Ave #109,San Francisco,CA,94110,699000,1,1.0,San Francisco,,13130,1992,11,,510,Active,November-16-2021 02:30 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/550-S-Van-Ness-Ave-94110/unit-109/home/708862,San Francisco MLS,421607614,N,Y,37.764336,-122.4179396
MLS Listing,,Single Family Residential,396 Somerset St,San Francisco,CA,94134,899000,2,1.0,San Francisco,1300,1750,1926,11,692,,Active,,,http://www.redfin.com/CA/San-Francisco/396-Somerset-St-94134/home/1712395,San Francisco MLS,421608702,N,Y,37.7266556,-122.4078025
MLS Listing,,Condo/Co-op,3627 Anza St,San Francisco,CA,94121,1099000,2,1.0,San Francisco,1316,3746,1924,11,835,,Active,,,http://www.redfin.com/CA/San-Francisco/3627-Anza-St-94121/home/177080349,San Francisco MLS,421609096,N,Y,37.7779316,-122.4872661
MLS Listing,,Single Family Residential,1675 29th Ave,San Francisco,CA,94122,1595000,6,3.0,San Francisco,2053,3000,1940,11,777,,Active,,,http://www.redfin.com/CA/San-Francisco/1675-29th-Ave-94122/home/1229320,San Francisco MLS,421609168,N,Y,37.7561163,-122.4875759
MLS Listing,,Condo/Co-op,3625 Anza St,San Francisco,CA,94121,995000,2,1.0,San Francisco,1131,3746,1924,11,880,,Active,,,http://www.redfin.com/CA/San-Francisco/3625-Anza-St-94121/home/912127,San Francisco MLS,421609071,N,Y,37.7778103,-122.4871998
MLS Listing,,Single Family Residential,162 Byxbee St,SAN FRANCISCO,CA,94132,1199950,3,2.0,SAN FRANCISCO,1378,2495,1942,11,871,,Active,,,http://www.redfin.com/CA/San-Francisco/162-Byxbee-St-94132/home/1829697,MLSListings,ML81869233,N,Y,37.7172502,-122.469623
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #222,SAN FRANCISCO,CA,94132,749000,2,2.0,SAN FRANCISCO,950,,2002,11,788,697,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-222/home/2035333,MLSListings,ML81869102,N,Y,37.7099731,-122.4675313
MLS Listing,,Multi-Family (2-4 Unit),626 - 628 Cortland Ave,San Francisco,CA,94110,1695000,2,,San Francisco,1900,1467,1926,12,892,,Active,,,http://www.redfin.com/CA/San-Francisco/626-Cortland-Ave-94110/home/114080484,San Francisco MLS,421609378,N,Y,37.7388182,-122.4154352
MLS Listing,,Condo/Co-op,30 - 34A Wayne Pl Unit 32A,San Francisco,CA,94133,699000,2,1.0,San Francisco,712,,1906,12,982,295,Active,,,http://www.redfin.com/CA/San-Francisco/30-Wayne-Pl-94133/unit-32A/home/176583012,San Francisco MLS,421609375,N,Y,37.7967954,-122.4109333
MLS Listing,,Single Family Residential,1475 - 77 5th Ave,San Francisco,CA,94122,2495000,5,3.5,San Francisco,2699,2996,1909,12,924,,Active,,,http://www.redfin.com/CA/San-Francisco/1475-5th-Ave-94122/home/177053081,San Francisco MLS,421608892,N,Y,37.7609931,-122.4620163
MLS Listing,,Single Family Residential,115 Ocean Ave,San Francisco,CA,94112,998950,3,1.0,San Francisco,1200,2212,1923,12,832,,Active,,,http://www.redfin.com/CA/San-Francisco/115-Ocean-Ave-94112/home/1704686,San Francisco MLS,421609356,N,Y,37.7234151,-122.4392948
MLS Listing,,Condo/Co-op,813 Lyon St #1,San Francisco,CA,94115,1795000,3,3.5,San Francisco,2020,,2021,12,889,410,Active,November-16-2021 11:30 AM,November-16-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/813-Lyon-St-94115/unit-1/home/176239129,San Francisco MLS,421608197,N,Y,37.7786056,-122.4438265
MLS Listing,,Condo/Co-op,489 Harrison St #301,San Francisco,CA,94105,1688000,3,2.5,San Francisco,1551,56024,2008,12,1088,1307,Active,,,http://www.redfin.com/CA/San-Francisco/489-Harrison-St-94105/unit-301/home/17304903,San Francisco MLS,421605794,N,Y,37.7860724,-122.3926053
MLS Listing,,Condo/Co-op,1177 California St #411,San Francisco,CA,94108,498000,0,1.0,San Francisco,437,,1978,12,1140,951,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-411/home/1930479,San Francisco MLS,421609241,N,Y,37.7909986,-122.4137649
MLS Listing,,Condo/Co-op,25 Alpine Ter,San Francisco,CA,94117,1799000,2,1.0,San Francisco,1570,2815,1927,12,1146,375,Active,,,http://www.redfin.com/CA/San-Francisco/25-Alpine-Ter-94117/home/1319939,San Francisco MLS,421609153,N,Y,37.769849,-122.437441
MLS Listing,,Condo/Co-op,25 Alpine Ter Unit A,San Francisco,CA,94117,899000,1,1.0,San Francisco,895,2815,1927,12,1004,375,Active,,,http://www.redfin.com/CA/San-Francisco/25-Alpine-Ter-94117/unit-A/home/876789,San Francisco MLS,421609235,N,Y,37.769849,-122.437441
MLS Listing,,Single Family Residential,1840 Eddy St,San Francisco,CA,94115,2750000,4,3.5,San Francisco,3605,2151,1900,12,763,,Active,,,http://www.redfin.com/CA/San-Francisco/1840-Eddy-St-94115/home/592970,San Francisco MLS,421608403,N,Y,37.7808286,-122.4387896
