SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),1506 - 1510 Masonic Ave,San Francisco,CA,94117,2115000,2,,San Francisco,4317,2495,1904,12,490,,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1506-Masonic-Ave-94117/home/1996744,San Francisco MLS,421606557,N,Y,37.7663989,-122.4442766
MLS Listing,,Condo/Co-op,2 Mint Plz #304,San Francisco,CA,94103,336191,1,1.0,San Francisco,631,7776,1926,12,533,773,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-304/home/17304425,San Francisco MLS,421609196,N,Y,37.783154,-122.4076777
MLS Listing,,Multi-Family (5+ Unit),636 - 640 Washington St,San Francisco,CA,94111,2200000,0,,San Francisco,6300,2100,1907,12,349,,Active,,,http://www.redfin.com/CA/San-Francisco/636-Washington-St-94111/home/2017983,San Francisco MLS,421609197,N,Y,37.7955527,-122.4041948
MLS Listing,,Condo/Co-op,75 Sierra St #201,San Francisco,CA,94107,1050000,2,2.0,San Francisco,1150,48750,2006,12,913,729,Active,,,http://www.redfin.com/CA/San-Francisco/75-Sierra-St-94107/unit-201/home/12353665,San Francisco MLS,421608739,N,Y,37.7582254,-122.3958759
MLS Listing,,Single Family Residential,119 Frederick St,San Francisco,CA,94117,3990000,6,2.5,San Francisco,3675,2996,1910,12,1086,,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/119-Frederick-St-94117/home/1476307,San Francisco MLS,421608409,N,Y,37.7670779,-122.4457286
MLS Listing,,Condo/Co-op,113 Cleo Rand Ln,San Francisco,CA,94124,760000,2,1.5,San Francisco,1150,111214,,13,661,432,Active,,,http://www.redfin.com/CA/San-Francisco/113-Cleo-Rand-Ln-94124/home/739177,San Francisco MLS,421608021,N,Y,37.7287467,-122.370845
MLS Listing,,Condo/Co-op,401 Harrison St Unit 20C,SAN FRANCISCO,CA,94105,1998000,2,2.0,SAN FRANCISCO,1334,,2014,13,1498,1418,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-20C/home/144064211,MLSListings,ML81868961,N,Y,37.7863747,-122.3919931
MLS Listing,,Multi-Family (2-4 Unit),1382 - 1384 10th Ave,San Francisco,CA,94122,2788888,0,,San Francisco,3622,3000,1986,13,770,,Active,,,http://www.redfin.com/CA/San-Francisco/1382-10th-Ave-94122/home/1866976,San Francisco MLS,421609162,N,Y,37.7624591,-122.4669914
MLS Listing,,Single Family Residential,1617 Treat Ave,San Francisco,CA,94110,1695000,3,1.0,Bernal Heights,1314,2750,1910,13,1290,,Active,,,http://www.redfin.com/CA/San-Francisco/1617-Treat-Ave-94110/home/1327457,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40973042,N,Y,37.7446179,-122.4121056
MLS Listing,,Vacant Land,1235 Sansome St,SAN FRANCISCO,CA,94111,1498000,,,SAN FRANCISCO,,6866,,13,,,Active,,,http://www.redfin.com/CA/San-Francisco/1235-Sansome-St-94111/home/112390042,MLSListings,ML81868930,N,Y,37.8015613,-122.4030781
MLS Listing,,Condo/Co-op,445 Broderick St,SAN FRANCISCO,CA,94117,1398000,3,1.0,SAN FRANCISCO,1335,,1900,13,1047,400,Active,,,http://www.redfin.com/CA/San-Francisco/445-Broderick-St-94117/home/22043455,MLSListings,ML81868913,N,Y,37.774412,-122.439682
MLS Listing,,Condo/Co-op,241 San Jose Ave,San Francisco,CA,94110,1199000,4,2.0,Inner Mission,1550,2247,1904,13,774,,Active,,,http://www.redfin.com/CA/San-Francisco/241-San-Jose-Ave-94110/home/177044425,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972998,N,Y,37.7514524,-122.4213491
MLS Listing,,Multi-Family (2-4 Unit),559 - 561 Minna St,San Francisco,CA,94103,1699000,8,8.0,San Francisco,3038,1873,1911,13,559,,Active,,,http://www.redfin.com/CA/San-Francisco/559-Minna-St-94103/home/1791476,San Francisco MLS,421607184,N,Y,37.7793729,-122.4093764
MLS Listing,,Multi-Family (5+ Unit),569 - 571 Arguello Blvd,San Francisco,CA,94118,2089000,0,,San Francisco,4288,3000,1953,13,487,,Active,,,http://www.redfin.com/CA/San-Francisco/569-Arguello-Blvd-94118/home/615937,San Francisco MLS,421609017,N,Y,37.7798762,-122.4591743
MLS Listing,,Condo/Co-op,701 Hampshire St #4,San Francisco,CA,94110,595000,1,1.0,San Francisco,,,1961,13,,422,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-4/home/174960159,San Francisco MLS,421608976,N,Y,37.7603979,-122.4078827
MLS Listing,,Single Family Residential,763 University St,San Francisco,CA,94134,1650000,4,5.0,San Francisco,3161,2996,1963,13,522,,Active,,,http://www.redfin.com/CA/San-Francisco/763-University-St-94134/home/1901521,San Francisco MLS,421606915,N,Y,37.7207461,-122.4114862
MLS Listing,,Multi-Family (2-4 Unit),2831 - 2835 Folsom St,San Francisco,CA,94110,899000,8,4.0,San Francisco,3000,1598,1908,14,300,,Active,,,http://www.redfin.com/CA/San-Francisco/2831-Folsom-St-94110/home/796906,San Francisco MLS,421607668,N,Y,37.7520111,-122.413796
MLS Listing,,Single Family Residential,166 Shakespeare St,SAN FRANCISCO,CA,94112,1150000,5,2.0,SAN FRANCISCO,2033,2500,1928,14,566,,Active,,,http://www.redfin.com/CA/San-Francisco/166-Shakespeare-St-94112/home/2009543,MLSListings,ML81868826,N,Y,37.7090576,-122.4635634
MLS Listing,,Single Family Residential,1473 Hudson Ave,San Francisco,CA,94124,1845000,4,4.0,San Francisco,2745,2996,1933,14,672,,Active,,,http://www.redfin.com/CA/San-Francisco/1473-Hudson-Ave-94124/home/1293132,San Francisco MLS,421608777,N,Y,37.7385214,-122.3859962
MLS Listing,,Single Family Residential,3025 Laguna St,San Francisco,CA,94123,1750000,2,1.0,San Francisco,1560,2173,1912,14,1122,,Active,,,http://www.redfin.com/CA/San-Francisco/3025-Laguna-St-94123/unit-A/home/563004,San Francisco MLS,421608806,N,Y,37.7989937,-122.4310546
MLS Listing,,Condo/Co-op,3620 Market St #6,San Francisco,CA,94131,1575000,2,2.5,San Francisco,1114,9846,1987,14,1414,545,Active,,,http://www.redfin.com/CA/San-Francisco/3620-Market-St-94131/unit-6/home/1873378,San Francisco MLS,421608664,N,Y,37.7556977,-122.4416295
MLS Listing,,Condo/Co-op,1360 Montgomery St #11,San Francisco,CA,94133,3250000,2,2.0,San Francisco,1550,,1936,14,2097,1172,Active,,,http://www.redfin.com/CA/San-Francisco/1360-Montgomery-St-94133/unit-11/home/1466173,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972886,N,Y,37.8017784,-122.4044008
MLS Listing,,Multi-Family (5+ Unit),15 - 27 Alhambra St,San Francisco,CA,94123,5275000,0,,San Francisco,7800,5186,1927,14,676,,Active,,,http://www.redfin.com/CA/San-Francisco/15-Alhambra-St-94123/home/1383294,San Francisco MLS,421606627,N,Y,37.802693,-122.437441
MLS Listing,,Condo/Co-op,451 Donahue St #414,SAN FRANCISCO,CA,94124,690000,1,1.0,SAN FRANCISCO,744,,2015,14,927,629,Active,,,http://www.redfin.com/CA/San-Francisco/451-Donahue-St-94124/unit-414/home/109464540,MLSListings,ML81868768,N,Y,37.7288191,-122.3697461
MLS Listing,,Condo/Co-op,3620 19th St #26,San Francisco,CA,94110,1598000,3,2.0,San Francisco,1370,39396,2008,14,1166,751,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3620-19th-St-94110/unit-26/home/23424258,San Francisco MLS,421607557,N,Y,37.7601561,-122.4243176
MLS Listing,,Condo/Co-op,378 Arguello Blvd,San Francisco,CA,94118,2695000,3,2.5,San Francisco,2356,2996,1917,14,1144,,Active,,,http://www.redfin.com/CA/San-Francisco/378-Arguello-Blvd-94118/home/2015798,San Francisco MLS,421596440,N,Y,37.7842905,-122.4589693
MLS Listing,,Condo/Co-op,280 Spear St Unit 8F,San Francisco,CA,94105,1650000,2,2.0,San Francisco,1305,47916,,14,1264,1252,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-8F/home/175563253,San Francisco MLS,421608682,N,Y,37.7904356,-122.3918209
MLS Listing,,Single Family Residential,850 Steiner St,San Francisco,CA,94117,5125000,4,5.0,San Francisco,4125,3023,1899,14,1242,,Active,November-18-2021 05:00 PM,November-18-2021 06:20 PM,http://www.redfin.com/CA/San-Francisco/850-Steiner-St-94117/home/148090985,San Francisco MLS,421608231,N,Y,37.7772399,-122.4330086
MLS Listing,,Single Family Residential,622 41st Ave,San Francisco,CA,94121,1195000,3,1.0,San Francisco,1540,2996,1923,14,776,,Active,,,http://www.redfin.com/CA/San-Francisco/622-41st-Ave-94121/home/1228831,San Francisco MLS,421608580,N,Y,37.776897,-122.5015365
MLS Listing,,Condo/Co-op,181 Fremont Unit 56B,San Francisco,CA,94105,5900000,2,2.5,San Francisco,2226,,2018,15,2650,3051,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-56B/home/167299428,San Francisco MLS,421608610,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,655 Andover St,San Francisco,CA,94110,1299000,2,1.0,Bernal Heights,1125,1751,1926,15,1155,,Active,,,http://www.redfin.com/CA/San-Francisco/655-Andover-St-94110/home/1423227,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40972831,N,Y,37.7353665,-122.4166078
MLS Listing,,Condo/Co-op,950 Tennessee St #125,San Francisco,CA,94107,1689000,2,2.0,San Francisco,1419,,2020,15,1190,764,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-125/home/175051409,San Francisco MLS,421608636,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,965 Folsom St #303,San Francisco,CA,94107,1100000,1,1.0,San Francisco,1199,8332,2000,15,917,700,Active,,,http://www.redfin.com/CA/San-Francisco/965-Folsom-St-94107/unit-303/home/12396796,San Francisco MLS,421606966,N,Y,37.7789664,-122.4044726
MLS Listing,,Condo/Co-op,335 Berry St #505,San Francisco,CA,94158,303285,1,1.0,San Francisco,730,29040,2009,15,415,555,Active,,,http://www.redfin.com/CA/San-Francisco/335-Berry-St-94158/unit-505/home/28939143,San Francisco MLS,421606933,N,Y,37.7730819,-122.3962416
MLS Listing,,Condo/Co-op,219 - 223 Clayton St #221,San Francisco,CA,94117,1495000,2,1.5,San Francisco,1705,2652,1914,15,877,322,Active,,,http://www.redfin.com/CA/San-Francisco/219-Clayton-St-94117/unit-221/home/177014390,San Francisco MLS,421607790,N,Y,37.7731588,-122.4495672
MLS Listing,,Condo/Co-op,8 Buchanan St #902,San Francisco,CA,94102,1275000,2,2.0,San Francisco,884,21140,2014,16,1442,685,Active,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-902/home/110051404,San Francisco MLS,421607301,N,Y,37.7699851,-122.4265079
MLS Listing,,Single Family Residential,268 Summit Way,San Francisco,CA,94132,1495000,3,2.5,San Francisco,2001,2040,2016,16,747,250,Active,,,http://www.redfin.com/CA/San-Francisco/268-Summit-Way-94132/home/110052106,San Francisco MLS,421608489,N,Y,37.7150004,-122.4774009
MLS Listing,,Single Family Residential,615 11th Ave,San Francisco,CA,94118,1999000,3,1.5,San Francisco,2538,2374,1915,16,788,,Active,,,http://www.redfin.com/CA/San-Francisco/615-11th-Ave-94118/home/1228801,San Francisco MLS,421608463,N,Y,37.7766318,-122.4696009
MLS Listing,,Single Family Residential,1270 Brussels St,San Francisco,CA,94134,1235000,3,2.5,San Francisco,1914,3000,1940,17,645,,Active,,,http://www.redfin.com/CA/San-Francisco/1270-Brussels-St-94134/home/783302,San Francisco MLS,421608441,N,Y,37.7165194,-122.4013529
MLS Listing,,Multi-Family (2-4 Unit),1235 - 1237 45th Ave,San Francisco,CA,94122,1699000,5,3.0,San Francisco,2200,2996,1912,17,772,,Active,,,http://www.redfin.com/CA/San-Francisco/1235-45th-Ave-94122/unit-1237/home/1948959,San Francisco MLS,421608420,N,Y,37.7634907,-122.5053983
MLS Listing,,Condo/Co-op,55 Red Rock Way Unit 104O,San Francisco,CA,94131,499000,0,1.0,San Francisco,592,7396,1972,17,843,516,Active,,,http://www.redfin.com/CA/San-Francisco/55-Red-Rock-Way-94131/unit-104O/home/1880669,San Francisco MLS,421606514,N,Y,37.7459864,-122.4410176
MLS Listing,,Condo/Co-op,488 Folsom #5402,San Francisco,CA,94105,11750000,3,3.5,San Francisco,4312,,2019,17,2725,2489,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-5402/home/169571742,San Francisco MLS,421607621,N,Y,37.7877451,-122.3945599
MLS Listing,,Condo/Co-op,631 Ofarrell St #1905,San Francisco,CA,94109,469000,0,1.0,San Francisco,546,18438,1930,17,859,800,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1905/home/1450861,San Francisco MLS,421597945,N,Y,37.7852037,-122.4151808
MLS Listing,,Condo/Co-op,"2 Fallon Pl Unit 24,25",San Francisco,CA,94133,1395000,1,1.5,San Francisco,1174,21923,1980,17,1188,1443,Active,,,http://www.redfin.com/CA/San-Francisco/2-Fallon-Pl-94133/unit-24-25/home/177014447,San Francisco MLS,421594577,N,Y,37.797786,-122.4132891
MLS Listing,,Multi-Family (2-4 Unit),1227 - 1229 Florida St,San Francisco,CA,94110,1495000,6,3.0,San Francisco,1616,2000,1920,17,925,,Active,November-16-2021 02:30 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1227-Florida-St-94110/home/736191,San Francisco MLS,421607529,N,Y,37.7522842,-122.4097455
MLS Listing,,Single Family Residential,1641 Green St,San Francisco,CA,94123,6925000,3,3.5,San Francisco,2705,4120,1940,17,2560,,Active,,,http://www.redfin.com/CA/San-Francisco/1641-Green-St-94123/home/2035752,San Francisco MLS,421606016,N,Y,37.7972108,-122.4261755
MLS Listing,,Condo/Co-op,825 - 827 Corbett Ave Unit 101A,San Francisco,CA,94131,1128000,3,2.0,San Francisco,1561,7405,1961,17,723,572,Active,,,http://www.redfin.com/CA/San-Francisco/825-Corbett-Ave-94131/unit-101A/home/1003066,San Francisco MLS,421608183,N,Y,37.7535454,-122.4431511
MLS Listing,,Single Family Residential,240 Theresa St,San Francisco,CA,94112,1049000,2,1.0,San Francisco,,2495,1924,17,,,Active,,,http://www.redfin.com/CA/San-Francisco/240-Theresa-St-94112/home/1940548,San Francisco MLS,421608094,N,Y,37.730112,-122.4359083
MLS Listing,,Multi-Family (2-4 Unit),1254 - 1258 Leavenworth St,San Francisco,CA,94109,2500000,10,3.0,San Francisco,4028,2500,1908,17,621,,Active,,,http://www.redfin.com/CA/San-Francisco/1254-Leavenworth-St-94109/home/28945811,San Francisco MLS,421600036,N,Y,37.7928295,-122.4159544
MLS Listing,,Single Family Residential,270 Laguna Honda Blvd,SAN FRANCISCO,CA,94116,1495000,4,3.0,SAN FRANCISCO,2172,5436,1948,17,688,,Active,,,http://www.redfin.com/CA/San-Francisco/270-Laguna-Honda-Blvd-94116/home/681036,MLSListings,ML81868538,N,Y,37.7492346,-122.4602804
MLS Listing,,Condo/Co-op,5102 Diamond Heights Blvd Unit B,San Francisco,CA,94131,1248000,3,2.0,San Francisco,,,,17,,1030,Active,November-16-2021 01:30 PM,November-16-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/5102-Diamond-Heights-Blvd-94131/unit-B/home/1729023,San Francisco MLS,421608195,N,Y,37.7467768,-122.4420467
MLS Listing,,Condo/Co-op,456 Vallejo St Unit A,San Francisco,CA,94133,2495000,3,2.0,San Francisco,2045,2748,1910,17,1220,,Active,November-16-2021 09:30 AM,November-16-2021 10:30 AM,http://www.redfin.com/CA/San-Francisco/456-Vallejo-St-94133/unit-A/home/176998818,San Francisco MLS,421607502,N,Y,37.7993368,-122.4050027
MLS Listing,,Condo/Co-op,1400 Webster St #5,San Francisco,CA,94115,699000,3,2.0,San Francisco,1050,127534,1964,17,666,959,Active,,,http://www.redfin.com/CA/San-Francisco/1400-Webster-St-94115/unit-5/home/12401143,San Francisco MLS,421606903,N,Y,37.7837205,-122.4308053
MLS Listing,,Condo/Co-op,451 Donahue St #510,San Francisco,CA,94124,730000,2,2.0,San Francisco,1024,,2016,17,713,603,Active,,,http://www.redfin.com/CA/San-Francisco/451-Donahue-St-94124/unit-510/home/109464697,San Francisco MLS,421608169,N,Y,37.7288191,-122.3697461
MLS Listing,,Single Family Residential,308 Crescent Ave,San Francisco,CA,94110,1688000,5,3.0,San Francisco,2069,1750,1906,17,816,,Active,,,http://www.redfin.com/CA/San-Francisco/308-Crescent-Ave-94110/home/1614202,San Francisco MLS,421607560,N,Y,37.7348149,-122.4184329
MLS Listing,,Condo/Co-op,88 Townsend St #327,San Francisco,CA,94107,978000,1,1.0,San Francisco,791,37623,2004,17,1236,614,Active,,,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94102/unit-327/home/12401561,San Francisco MLS,421606099,N,Y,37.7811985,-122.3906654
MLS Listing,,Condo/Co-op,2 Mint Plz #206,San Francisco,CA,94103,649000,1,1.0,San Francisco,674,7776,1926,17,963,804,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-206/home/17306449,San Francisco MLS,421608137,N,Y,37.783154,-122.4076777
MLS Listing,,Condo/Co-op,1545 Pine St #701,San Francisco,CA,94109,1998000,2,2.0,San Francisco,1071,14553,2017,17,1866,984,Active,,,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-701/home/145945316,San Francisco MLS,421608069,N,Y,37.7893082,-122.4211982
MLS Listing,,Condo/Co-op,1079 Lombard St #301,San Francisco,CA,94109,4595000,3,4.5,San Francisco,3135,3295,1907,17,1466,448,Active,,,http://www.redfin.com/CA/San-Francisco/1079-Lombard-St-94109/unit-301/home/176994281,San Francisco MLS,421606668,N,Y,37.801964,-122.4192414
MLS Listing,,Multi-Family (2-4 Unit),51 - 55 Webster St,San Francisco,CA,94117,1995000,6,3.5,San Francisco,3069,1947,1900,17,650,,Active,November-16-2021 11:30 AM,November-16-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/51-Webster-St-94117/home/582087,San Francisco MLS,421607822,N,Y,37.7705448,-122.4287093
MLS Listing,,Condo/Co-op,2169 Folsom St Unit M203,San Francisco,CA,94110,1149000,1,1.0,San Francisco,1012,,2001,18,1135,572,Active,,,http://www.redfin.com/CA/San-Francisco/2169-Folsom-St-94110/unit-M203/home/2025744,San Francisco MLS,421607750,N,Y,37.762607,-122.4147099
MLS Listing,,Condo/Co-op,34 Varennes St,San Francisco,CA,94133,749000,2,1.0,San Francisco,600,,1906,18,1248,288,Active,,,http://www.redfin.com/CA/San-Francisco/34-Varennes-St-94133/home/40053809,San Francisco MLS,421605440,N,Y,37.800299,-122.4066221
MLS Listing,,Condo/Co-op,950 Tennessee St #217,San Francisco,CA,94107,595000,0,1.0,San Francisco,432,,2020,18,1377,435,Active,,,http://www.redfin.com/CA/San-Francisco/950-Tennessee-St-94107/unit-217/home/172713167,San Francisco MLS,421608056,N,Y,37.7596747,-122.3898245
MLS Listing,,Condo/Co-op,1100 Leavenworth St #1298,San Francisco,CA,94109,650000,1,1.0,San Francisco,468,2406,1910,18,1389,524,Active,,,http://www.redfin.com/CA/San-Francisco/1100-Leavenworth-St-94109/unit-1298/home/176992862,San Francisco MLS,421607912,N,Y,37.7914729,-122.4156931
MLS Listing,,Condo/Co-op,3410 California St,San Francisco,CA,94118,1650000,2,2.0,San Francisco,1197,3318,2006,18,1378,450,Active,,,http://www.redfin.com/CA/San-Francisco/3410-California-St-94118/home/12402275,San Francisco MLS,421606301,N,Y,37.7870565,-122.4507192
MLS Listing,,Vacant Land,1697 - 1699 Quint St,San Francisco,CA,94124,399000,0,,San Francisco,,8802,,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/1697-Quint-St-94124/home/102821258,San Francisco MLS,421607765,N,Y,37.7353354,-122.3982046
MLS Listing,,Single Family Residential,88 Stanford Heights Ave,San Francisco,CA,94127,1099000,3,2.5,San Francisco,1612,2548,,18,682,,Active,,,http://www.redfin.com/CA/San-Francisco/88-Stanford-Heights-Ave-94127/home/690404,San Francisco MLS,421607816,N,Y,37.7356873,-122.4498442
MLS Listing,,Condo/Co-op,1047 Dolores St,San Francisco,CA,94110,1350000,2,2.0,San Francisco,1012,2948,1986,18,1334,367,Active,November-16-2021 12:30 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1047-Dolores-St-94110/home/56537672,San Francisco MLS,421607368,N,Y,37.7527534,-122.42492
MLS Listing,,Condo/Co-op,8300 Oceanview Ter #203,San Francisco,CA,94132,589000,1,1.0,San Francisco,688,325629,2002,18,856,616,Active,,,http://www.redfin.com/CA/San-Francisco/8300-Oceanview-Ter-94132/unit-203/home/1321500,San Francisco MLS,421605106,N,Y,37.7100162,-122.4683516
MLS Listing,,Condo/Co-op,1782 18th Ave,San Francisco,CA,94122,1298000,3,2.0,San Francisco,1380,,,18,941,,Active,,,http://www.redfin.com/CA/San-Francisco/1782-18th-Ave-94122/home/176988868,San Francisco MLS,421607070,N,Y,37.75463,-122.4752724
MLS Listing,,Condo/Co-op,1050 Noriega St,San Francisco,CA,94122,1998000,4,3.5,San Francisco,2365,3250,1916,18,845,,Active,,,http://www.redfin.com/CA/San-Francisco/1050-Noriega-St-94122/unit-18TH/home/641438,San Francisco MLS,421605360,N,Y,37.7545183,-122.4752724
MLS Listing,,Condo/Co-op,1 Crescent Way #1213,San Francisco,CA,94134,565838,2,2.0,San Francisco,1063,42105,2001,18,532,607,Active,,,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1213/home/919650,San Francisco MLS,421603710,N,Y,37.7107619,-122.3903114
MLS Listing,,Single Family Residential,2258 21st Ave,San Francisco,CA,94116,1395000,3,2.0,San Francisco,1984,2996,1926,18,703,,Active,,,http://www.redfin.com/CA/San-Francisco/2258-21st-Ave-94116/home/1629106,San Francisco MLS,421607758,N,Y,37.7456028,-122.477782
MLS Listing,,Condo/Co-op,3374 22nd St,San Francisco,CA,94110,1129000,2,1.5,San Francisco,1230,2850,1907,18,918,,Active,November-16-2021 01:00 PM,November-16-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/3374-22nd-St-94110/home/176988404,San Francisco MLS,421606360,N,Y,37.7553128,-122.4225653
MLS Listing,,Single Family Residential,191 San Felipe Ave,San Francisco,CA,94127,2999000,3,3.0,San Francisco,3085,3933,1926,18,972,,Active,November-17-2021 05:00 PM,November-17-2021 06:30 PM,http://www.redfin.com/CA/San-Francisco/191-San-Felipe-Ave-94127/home/1212225,San Francisco MLS,421603881,N,Y,37.7323193,-122.4634647
MLS Listing,,Single Family Residential,1418 Plymouth Ave,San Francisco,CA,94112,1095000,2,1.0,San Francisco,1280,3267,1927,18,855,12,Active,,,http://www.redfin.com/CA/San-Francisco/1418-Plymouth-Ave-94112/home/696827,San Francisco MLS,421607694,N,Y,37.7278969,-122.4562999
MLS Listing,,Single Family Residential,809 Scott St,San Francisco,CA,94117,5795000,4,3.5,San Francisco,4274,3998,1900,18,1356,,Active,,,http://www.redfin.com/CA/San-Francisco/809-Scott-St-94117/home/595785,San Francisco MLS,421586903,N,Y,37.7773835,-122.436793
MLS Listing,,Single Family Residential,150 Kingston St,San Francisco,CA,94110,1200000,2,1.5,San Francisco,,1855,1915,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/150-Kingston-St-94110/home/1679888,San Francisco MLS,421606461,N,Y,37.7413001,-122.421718
MLS Listing,,Multi-Family (2-4 Unit),668 - 668B 29th St,San Francisco,CA,94131,1550000,3,2.0,San Francisco,2090,2848,1910,18,742,,Active,,,http://www.redfin.com/CA/San-Francisco/668-29th-St-94131/home/843808,San Francisco MLS,421591341,N,Y,37.7433549,-122.4348355
MLS Listing,,Single Family Residential,416 Melrose Ave,San Francisco,CA,94127,1090000,2,1.0,San Francisco,1050,2896,1946,18,1038,,Active,,,http://www.redfin.com/CA/San-Francisco/416-Melrose-Ave-94127/home/2000700,San Francisco MLS,421606419,N,Y,37.7339439,-122.4516557
MLS Listing,,Condo/Co-op,1155 Leavenworth St #14,San Francisco,CA,94109,415000,0,1.0,San Francisco,,,1911,18,,385,Active,November-16-2021 02:00 PM,November-16-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1155-Leavenworth-St-94109/unit-14/home/146104732,BAREIS,421607726,N,Y,37.7919759,-122.4161542
MLS Listing,,Condo/Co-op,435 China Basin St #322,San Francisco,CA,94158,1380000,2,2.0,San Francisco,1185,122891,2012,19,1165,863,Active,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-322/home/40629253,San Francisco MLS,421605957,N,Y,37.7718864,-122.3885728
MLS Listing,,Condo/Co-op,488 Folsom St #4106,San Francisco,CA,94105,1995000,2,2.0,San Francisco,1142,,2019,19,1747,1633,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4106/home/169571688,San Francisco MLS,421607620,N,Y,37.7877451,-122.3945599
MLS Listing,,Condo/Co-op,488 Folsom #4801,San Francisco,CA,94105,5400000,3,3.0,San Francisco,2159,,2019,19,2501,1908,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4801/home/147285114,San Francisco MLS,421607615,N,Y,37.7877451,-122.3945599
MLS Listing,,Condo/Co-op,855 La Playa St #265,San Francisco,CA,94121,929000,2,2.0,San Francisco,1028,26603,1983,19,904,807,Active,,,http://www.redfin.com/CA/San-Francisco/855-La-Playa-St-94121/unit-265/home/1051798,San Francisco MLS,421606334,N,Y,37.7722402,-122.5101792
MLS Listing,,Condo/Co-op,3166 26th St #2,San Francisco,CA,94110,995000,2,2.0,San Francisco,1550,2328,2001,19,642,300,Active,,,http://www.redfin.com/CA/San-Francisco/3166-26th-St-94110/unit-2/home/997448,San Francisco MLS,421606980,N,Y,37.7495135,-122.4133224
MLS Listing,,Condo/Co-op,3651 Webster St,San Francisco,CA,94123,2491000,3,2.5,San Francisco,2100,2500,1934,19,1186,,Active,,,http://www.redfin.com/CA/San-Francisco/3651-Webster-St-94123/home/1268330,San Francisco MLS,421606932,N,Y,37.8044571,-122.4355927
MLS Listing,,Condo/Co-op,631 Ofarrell St #1705,San Francisco,CA,94109,425000,0,1.0,San Francisco,546,18438,,19,778,820,Active,,,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-1705/home/1039518,San Francisco MLS,421607400,N,Y,37.7852037,-122.4151808
MLS Listing,,Condo/Co-op,555 Innes Ave #211,SAN FRANCISCO,CA,94124,498000,1,1.0,SAN FRANCISCO,603,,2016,20,826,469,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-211/home/99819338,MLSListings,ML81868181,N,Y,37.7281082,-122.3692429
MLS Listing,,Vacant Land,970 Ashbury St,San Francisco,CA,94117,1500000,0,,San Francisco,,3602,,20,,,Active,,,http://www.redfin.com/CA/San-Francisco/970-Ashbury-St-94117/unit-V/home/110056719,San Francisco MLS,421607315,N,Y,37.764665,-122.445491
